comment_id,parent_comment_id,create_time,video_id,content,user_id,nickname,sex,sign,avatar,sub_comment_count,like_count,last_modify_ts
267422946144,0,1751469983,114738189042778,从视频的内容架构也能看出，这边主要玩法还真就是外景Citywalk，沿着商圈一路刷店吃喝到饱腹，余下的后劲靠看馆逛展续着。每次接待外地朋友依旧不知道去哪好，不像在外地省市旅游有特别鲜明的行程意向。最后，留一张景点信息总览图，主要还是看开放日、闭馆时间和票务，方便大家做游玩规划,398809719,小汤学长,男,夏季不炎热的城市在哪呢,https://i0.hdslb.com/bfs/face/12e7fae19c867ed629826f16770b6bfc1228010b.jpg,19,361,1764320116684
265551106561,0,1750813710,114738189042778,还可以加徐汇滨江；喜欢日韩料的可以去古北和韩国街[doge],18019289,颗体老东OldEast,男,"What a wonderful world!
和大家一起经历蜕变。",https://i2.hdslb.com/bfs/face/76bd54123187bc8e511a6f7bc45c8479f5fe024b.jpg,2,62,1764320116688
266688721920,0,1750859976,114738189042778,其实up有一点严重没有说明，就是上海的商场。作为一个上海人，我认为上海的商场才是最厉害的旅游资源，外地朋友去上海核心市区可以看到每个地铁站都有商场连着的震撼[doge]。因为上海商场多竞争很激烈，这些商场都是各有特色，都不是什么没人的空壳商场哦，每个都可以吃吃喝喝几个小时。,1402834111,SUPERpotato233,保密,,https://i1.hdslb.com/bfs/face/a446b2c971faf00ce5bda5a3f5118cd8be34968d.jpg,77,1919,1764320116689
266805325216,0,1750965303,114738189042778,我到底是什么精神状态才会在看上海的旅行攻略,8143714,Shadow鲨豆影,保密,好好生活，慢慢遇见,https://i1.hdslb.com/bfs/face/57e89d63d6d24454024c4608d010e655b3147cdf.jpg,40,998,1764320116691
266616119424,0,1750797389,114738189042778,二次元建议市区三个商场：闸北大悦城，徐家汇美罗城，南京路的百联ZX创趣场[呲牙],52165049,刘郎已恨蓬山远,保密,,https://i2.hdslb.com/bfs/face/bcac55948a06c01c2c047d9693b3c0ea55fe2643.jpg,50,699,1764320116693
265928502049,0,1751130499,114738189042778,"上海必逛景点盘点:
彭浦新村，复兴岛，提篮桥，600号，虹镇老街",403602088,有咲老师,保密,"成分复杂的抽象评论区up主
盛世牛马，乱世炮灰一枚
扩列聊天Q:3392244763",https://i1.hdslb.com/bfs/face/b0b3144e6d2d488cc5ced6b2a6d354f708caaee1.jpg,19,294,1764320116695
265618052657,0,1750862682,114738189042778,上海好玩吗，好玩我就下楼了,3546590627236568,账号已注销,保密,,https://i0.hdslb.com/bfs/face/member/noface.jpg,9,219,1764320116696
265948240593,0,1751161982,114738189042778,是的！每次必打卡商场的卫生间！感受不同的纸质，马桶，种草了那个可以自动分割厕纸的东西！简直太方便啦！,277699782,拈花花花一笑,保密,正在成长中的，永永远远爱嵩嵩的一笑鸭,https://i0.hdslb.com/bfs/face/a8f039760c136f8debca2bcd0c5dae618abf63e1.jpg,11,194,1764320116699
266682298880,0,1750856101,114738189042778,来上海有多好玩取决于你有多少钱[doge],28691719,独活的丹参,女,2016-04-24 12:35:31,https://i1.hdslb.com/bfs/face/d5619a17352771efce7470a95e805920e8fe76ea.jpg,10,214,1764320116701
266749641824,0,1750923440,114738189042778,一定要去黄浦江的那个隧道，包好玩[doge],429655502,小风史莱姆,保密,,https://i2.hdslb.com/bfs/face/6a09d72cf14b42d8c10db4744662afe56e1c7ab6.jpg,35,155,1764320116704
