video_id,video_type,title,desc,create_time,user_id,nickname,avatar,liked_count,disliked_count,video_play_count,video_favorite_count,video_share_count,video_coin_count,video_danmaku,video_comment,last_modify_ts,video_url,video_cover_url,source_keyword
787796455,video,【看剧】全网首发！上海不眠之夜完整真实记录,"6年前就开始观望这部剧，今年终于打卡！
为了这部剧去的上海，可以说是不虚此行！",1693151994,40153516,肖邦邦_,https://i1.hdslb.com/bfs/face/e148888c7bf7b251b1297d971e49cdf2ef057888.jpg,16,0,1061,14,8,7,6,7,1764389184342,https://www.bilibili.com/video/av787796455,http://i2.hdslb.com/bfs/archive/44fe58d2419d08b6d1202f1902cf37bb58555b54.jpg,上海 不眠之夜
345924513,video,【vlog】不眠之夜sleepnomore三刷-隐藏六楼解锁/四次1v1/经验分享,-,1664029128,11382420,Mokiuuu_,http://i0.hdslb.com/bfs/face/066d5ca138f85543b8a31254cf4f0d1c18e350ed.jpg,125,0,15634,106,83,26,21,11,1764389184346,https://www.bilibili.com/video/av345924513,http://i0.hdslb.com/bfs/archive/34f52f4a8330e9770c2ec2e962c9d89930a71b19.jpg,上海 不眠之夜
113588748419742,video,上海沉浸剧场《不眠之夜》震撼体验全面分析：支线剧情篇,-,1733227142,382113925,wolfgangstark,https://i1.hdslb.com/bfs/face/3718924f066c2503d33a5174a9c66a2ce41145c9.jpg,39,0,3035,27,19,6,0,7,1764389184351,https://www.bilibili.com/video/av113588748419742,http://i0.hdslb.com/bfs/archive/3c573575fbbd645589117fc97b7b8a01317f569d.jpg,上海 不眠之夜
115565440076060,video,上海vlog｜独自探索上海的半天，终于不眠之夜～,原来足够沉浸，惊喜就会降临～,1763440200,74020042,甜M酱,http://i1.hdslb.com/bfs/face/0c8f25c6e6286229a7459d4c9289045550c77d41.jpg,1,0,183,0,0,0,0,0,1764389184358,https://www.bilibili.com/video/av115565440076060,http://i2.hdslb.com/bfs/archive/b757377ceb84d7565a24a80d6bd7b567d18e0c8e.jpg,上海 不眠之夜
113395055466442,video,上海必玩沉浸式戏剧《不眠之夜》早鸟票攻略（后附音乐纯享）,"1180早鸟贵宾票观看《sleepnomore》不眠之夜戏剧
体验和攻略分享！",1730272088,12518467,九帆姐,https://i1.hdslb.com/bfs/face/81bd5f5098918aa523c24efd7feb8ab1094e931f.jpg,16,0,1221,4,8,2,0,0,1764389184362,https://www.bilibili.com/video/av113395055466442,http://i0.hdslb.com/bfs/archive/c0d23003dc6191fa19d86445dd47f043ddc4ef74.jpg,上海 不眠之夜
536979840,video,【Sleep No More|欢迎入梦】上海《不眠之夜》Playlist,,1702047859,235138302,人生有希望乜,https://i0.hdslb.com/bfs/face/5bb28ddfe5de609aed5433956c080e196b88c8f1.jpg,19,0,704,25,5,8,0,0,1764389184366,https://www.bilibili.com/video/av536979840,http://i2.hdslb.com/bfs/archive/16985d891bce8cf146f6515a922efcb75cbb17bd.jpg,上海 不眠之夜
112683131145489,video,《不眠之夜》完整版,"字幕 校对均由UP本人负责
歌词抄自网易云
新人UP请多关照！
还有，这简介真的是太有趣了！",1719408550,179730601,无聊の雪花,https://i1.hdslb.com/bfs/face/e2bc0d7d6d30a96a8e179669ca7dda6d44059f21.jpg,2141,0,77100,2552,275,224,28,15,1764389184370,https://www.bilibili.com/video/av112683131145489,http://i0.hdslb.com/bfs/archive/3c8df2bfc6da2078db6f223b9e90b207e8544780.jpg,上海 不眠之夜
113996904536945,video,Sleep No More 纽约闭幕派对 —— 三巫祭祀,https://www.youtube.com/watch?v=QHileAj0mQM,1739457452,1666890,兔子满山跑,https://i0.hdslb.com/bfs/face/c37f70fa84dd191e7d0bda9a3e8ed46698fedbe9.jpg,42,0,2280,50,37,7,0,15,1764389184373,https://www.bilibili.com/video/av113996904536945,http://i2.hdslb.com/bfs/archive/8eb9ce398ebe877b4a9fe38889f113fa2baa4e22.jpg,上海 不眠之夜
1904295729,video,【不眠之夜】复盘➕攻略,沉浸式戏剧不眠之夜首刷复盘（剧透预警）,1715183303,85367548,六六六一七,https://i1.hdslb.com/bfs/face/5e0a7d881ac0a1dd11550929d7a0d36429f0ed48.jpg,19,0,1525,12,4,8,2,7,1764389184377,https://www.bilibili.com/video/av1904295729,http://i1.hdslb.com/bfs/archive/63b12586bf1f214e0ed2ac84e44ccee9c625b011.jpg,上海 不眠之夜
38480508,video,Sleep No More 不眠之夜 上海 | 20181031万圣节派对 Coven,"巫术掀起了巨浪，
魔鬼爬上了龙骨，
光头，赤裸，恐惧，
恶魔之眼潜伏凝视。

10.31万圣之夜，麦金侬迎来女巫大聚会Coven年度回归，
以及女巫历史上最著名的成员Agnes Sampson。

我们一起庆祝，
生命与死亡，
等候与漫游，
让我们为女巫Agens Sampson守夜。",1545159376,25681710,Deimos碎片,https://i0.hdslb.com/bfs/face/4e2d3b78a67120a37191b8dd123d674d0b887ed3.jpg,28,0,2658,99,43,16,3,4,1764389184380,https://www.bilibili.com/video/av38480508,http://i1.hdslb.com/bfs/archive/89aa90e3a5c3b7ced09e80f7e861c4c77fda2548.jpg,上海 不眠之夜
239483355,video,【RAY评】《不眠之夜》每一个段落都是惊喜！爽飞了！,崔哥太神了,1706522400,8237763,阿张RayZhang,https://i0.hdslb.com/bfs/face/e1adb940db16b1cf6f95e033f1bd6d9014d25e2c.jpg,130106,0,2274817,15784,5420,17067,3357,3217,1764391381311,https://www.bilibili.com/video/av239483355,http://i1.hdslb.com/bfs/archive/260be0feaca9a078cd4872183b115f5c0ea7a809.jpg,吐槽 不眠之夜
9932474,video,【KAKU】强烈安利 上海浸入式戏剧 不眠之夜 sleep no more（非剧透),"开头美，后面很多崩了的画面，非常兴奋的描述，希望可以给大家种草
之前被闺蜜倩宝宝带入坑这个戏剧，一起拔草
真的很不一样，想告诉更多的人知道",1492520196,11720288,KAKU叫我耶耶,https://i2.hdslb.com/bfs/face/79634095bee9bfa77d0304b4bc650524f68f3220.jpg,104,0,15638,126,182,56,34,49,1764391381337,https://www.bilibili.com/video/av9932474,http://i1.hdslb.com/bfs/archive/3cc5a8e8fb1d4a77c5f0f4c8405901b0fe8e2605.jpg,吐槽 不眠之夜
1853414828,video,开口就是Ab4？声乐老师锐评 张杰《不眠之夜》无修音唱跳live 稳的根本不像Live！！！,"唱歌课程咨询可以添加微信：singingsoulacademy
－－－－－－－－－－－－－－－－－－
课程购买链接：
90天声线蜕变计划：https://course.ssahk.com/
－－－－－－－－－－－－－－－－－－
合作邀约请洽Email：
Pr@Singingsoulacademy.com",1713367081,519910480,Calvin歌唱小教室,https://i1.hdslb.com/bfs/face/13d338b3e7cf972f3bf419f456d6b9510f208fa3.jpg,9792,0,309639,2792,413,1806,1238,319,1764391381360,https://www.bilibili.com/video/av1853414828,http://i0.hdslb.com/bfs/archive/bcf6e70f7dbe717611377c7533a54ef3bff8149e.jpg,吐槽 不眠之夜
770612747,video,【无剧透】这可能是b站最全面的不眠之夜介绍和攻略！｜上海沉浸式戏剧不眠之夜SLEEP NO MORE,标题先这么写 如果有人反驳我立刻修改?,1656762226,5696642,Violet阿瑜,https://i2.hdslb.com/bfs/face/92a51c435222df584f34e2c027ca6894b897331e.jpg,1032,0,65690,771,1941,248,33,84,1764391381386,https://www.bilibili.com/video/av770612747,http://i1.hdslb.com/bfs/archive/f361362f453fb1dedcc9bf5bc3bf64bc40d51c89.jpg,吐槽 不眠之夜
241638384,video,《崩坏：星穹铁道》OP：「不眠之夜」,"梦境里那个声音笑着说：「带我离开。」
但我却亲手杀死了睡眠、忘记了时间。

中文演唱者：张杰

英文演唱者：Jake Miller",1706270400,1340190821,崩坏星穹铁道,https://i2.hdslb.com/bfs/face/c27e19b8861be105b9d80b6743756c35027ae736.jpg,1726835,0,48182198,1009635,508161,1418304,101709,103265,1764391381410,https://www.bilibili.com/video/av241638384,http://i2.hdslb.com/bfs/archive/987f433d2fcc8f6f4fb685d8a10d38fbe468d6e5.jpg,吐槽 不眠之夜
1651532594,video,《不眠之夜》二次元拯救华语哥谭？最业余音乐人赏析,"我只是个业余音乐人，而且水平在业余音乐人里也是不高的那种。
但是毕竟有一些音乐制作的经验和基础的乐理知识，希望自己的乐评视频能让大家更好的听歌。
标题属实有点逆天了
张杰和崩坏星穹铁道的梦幻联动，竟然碰撞出了不一样的花火",1709901849,312728204,行舟莫问,https://i2.hdslb.com/bfs/face/685aa3fe7d9bf1823ab0b89124418549010e18fb.jpg,1885,0,71864,258,14,224,289,84,1764391381436,https://www.bilibili.com/video/av1651532594,http://i2.hdslb.com/bfs/archive/dc11406253839957b98b1e1056c8697cba7fb5c4.jpg,吐槽 不眠之夜
858574393,video,为什么你爱看《不眠之夜》--沉浸式剧场之谜,"由Punchdrunk在上海麦金侬酒店所制作的《Sleep No More不眠之夜》
为什么会如此的受欢迎？大部分观众曾多次回购该剧的门票，而最高的曾经是买过高达70次以上的门票
那么《不眠之夜》的魅力到底是什么呢？
今天将为大家介绍这个超级厉害来自英国的Punchdrunk制作团队，他们是如何进行创作与制作的
同时他们曾被多家媒体评为当代沉浸式剧场之最，那么沉浸式剧场又是什么呢？
这种与过往剧场当中的表演有什么差异嘛？
今天在不剧透的情况下，来和大家分析一下《不眠之夜》令我们著迷的地方到底在那裡吧！",1664683200,517245807,马骝金,https://i0.hdslb.com/bfs/face/893e88724d21be9c7c20c7151fe74a71dcffedc3.jpg,329,0,17098,345,275,162,17,29,1764391381453,https://www.bilibili.com/video/av858574393,http://i0.hdslb.com/bfs/archive/1ef9d674498ecdf9a645d20ac8b71714bea92c42.jpg,吐槽 不眠之夜
113752007508304,video,【张杰】唱跳六连全场最佳 完爆卫视跨年?《一路之下+竹+	She’s hot+无药可救+	Lucky Chances +不眠之夜》,张杰直播,1735719685,333858703,JASON-张杰音乐馆,https://i1.hdslb.com/bfs/face/48ef57639ab9a4c1099e9badc14a70d335226438.jpg,10525,0,262774,5214,1959,2812,3282,822,1764391381470,https://www.bilibili.com/video/av113752007508304,http://i2.hdslb.com/bfs/archive/182849259cad4af73e386b499655c5a3a4b8198c.jpg,吐槽 不眠之夜
112683131145489,video,《不眠之夜》完整版,"字幕 校对均由UP本人负责
歌词抄自网易云
新人UP请多关照！
还有，这简介真的是太有趣了！",1719408550,179730601,无聊の雪花,https://i1.hdslb.com/bfs/face/e2bc0d7d6d30a96a8e179669ca7dda6d44059f21.jpg,2141,0,77122,2554,275,224,28,15,1764391381489,https://www.bilibili.com/video/av112683131145489,http://i0.hdslb.com/bfs/archive/3c8df2bfc6da2078db6f223b9e90b207e8544780.jpg,吐槽 不眠之夜
1250185970,video,【张杰】《不眠之夜》Mlog,录的“开星”🌟唱的“开星”,1706699005,1842080828,张杰,https://i2.hdslb.com/bfs/face/2f07c4a33b58089e6e644260da4679c7910351f3.jpg,304694,0,3381880,54118,13307,77155,2718,5444,1764391381507,https://www.bilibili.com/video/av1250185970,http://i1.hdslb.com/bfs/archive/6f8bc8efe1e7550da929e75f2568f94222587bdd.jpg,吐槽 不眠之夜
115494908596326,video,“下一场那夜的梦，再相会！”-《不眠之夜》-匹诺康尼混剪,"醒来之前，不妨再次共享美梦

原曲:张杰 《不眠之夜》
视频资源:《崩坏:星穹铁道》

声明:本视频由好友进行剪辑创作，本人代为发布",1762313142,1038099653,allforTheresa,https://i2.hdslb.com/bfs/face/ed2043ea858a4c9a6a0d96aebf2e5d56418f9a87.jpg,19,0,212,4,6,11,0,0,1764391381524,https://www.bilibili.com/video/av115494908596326,http://i0.hdslb.com/bfs/archive/8c7cb441e1669ef4773f128a78bbd2233331bd26.jpg,吐槽 不眠之夜
114820917631177,video,〔不眠之夜〕烧鸡和老腰起舞版本😋😋😋,原视频地址BV1Fx411j7qb,1752028449,3546756377741839,-祈安年,https://i1.hdslb.com/bfs/face/f72b25f6caa29c5d1302945b4df7f718ae51bcc7.jpg,17197,0,165162,3885,2587,184,77,232,1764391381539,https://www.bilibili.com/video/av114820917631177,http://i2.hdslb.com/bfs/archive/3474df68695c64106f788a3ea2f0cf6bd1de9739.jpg,吐槽 不眠之夜
284275297,video,不眠之夜：我被恶魔抓走的故事,不眠之夜：我被恶魔抓走的故事,1706227800,1633254331,游戏虾乐乐解说,https://i1.hdslb.com/bfs/face/cdb4439f13237a540370abe426fe085a761480f2.jpg,788,0,94602,477,47,214,196,45,1764391381554,https://www.bilibili.com/video/av284275297,http://i2.hdslb.com/bfs/archive/012b57a5d8c9d70fba0d21de87a031f398cd1ead.jpg,吐槽 不眠之夜
115122806721026,video,——当你用《大东北》的方式打开不眠之夜,,1756634658,3494361505466947,暖腿叔叔阿南,https://i1.hdslb.com/bfs/face/64879fa3fb831087664a7af4704b8fc92a3052b8.jpg,533,0,7700,228,123,37,18,32,1764391381571,https://www.bilibili.com/video/av115122806721026,http://i2.hdslb.com/bfs/archive/8c11b725d9324985e992b577e1d1cc33e50de22c.jpg,吐槽 不眠之夜
1550410932,video,【第二弹】游戏公司拯救华语乐坛！！（星穹铁道《不眠之夜》）,"大家新年快乐鸭！！！
因为歌曲而入坑的游戏！！！
新歌发布不能没有我！！！！！！
大家对‘音乐公司’新出的这首歌曲还满意吗？！
四个版本你最喜欢哪一个呢？
欢迎大家在评论区、弹幕留下你对这首歌曲的感想～～～",1707462000,24155516,兰旌音乐录音棚,https://i2.hdslb.com/bfs/face/d92432fc003cd63cf8be4ab52c12d57f308a5ee7.jpg,65267,0,1355971,8182,549,5871,1893,1130,1764391381587,https://www.bilibili.com/video/av1550410932,http://i2.hdslb.com/bfs/archive/99fdf3553b0f230d41fee2d09f20e4c63b4e49f3.jpg,吐槽 不眠之夜
114787279246240,video,⚡️ 大 东 北 不 眠 之 夜 ⚡️,-,1751515127,3461563285506265,小孙在拍车,https://i1.hdslb.com/bfs/face/4415de2ea0943b5a1e50315f392164bf55cc3241.jpg,35,0,977,11,7,3,5,6,1764391381604,https://www.bilibili.com/video/av114787279246240,http://i2.hdslb.com/bfs/archive/ed7221cb219ce661978306d78daa2db1ae363510.jpg,吐槽 不眠之夜
241894130,video,假如《不眠之夜》唱得更加直白,"假如《不眠之夜》唱得更加直白...
原曲：BV1me411n7eu
软件：ACE Studio
演唱：黑昴宿-AI虚拟歌手",1706446049,450941386,晨兴Amory,https://i1.hdslb.com/bfs/face/a5feddba1197830f8f43127294d9722ea107eb0e.jpg,40730,0,503047,13920,2036,2154,1033,234,1764391381625,https://www.bilibili.com/video/av241894130,http://i1.hdslb.com/bfs/archive/1d01f5f12a9d50d976b51b0b921ac6cb3bc40cc4.jpg,吐槽 不眠之夜
113583463596479,video,上海沉浸剧场《不眠之夜》震撼体验全面分析：主线剧情篇,-,1733146899,382113925,wolfgangstark,https://i1.hdslb.com/bfs/face/3718924f066c2503d33a5174a9c66a2ce41145c9.jpg,96,0,4693,34,57,7,0,12,1764391381642,https://www.bilibili.com/video/av113583463596479,http://i2.hdslb.com/bfs/archive/fc85a7bf1448114a589891c9731061528920d5e1.jpg,吐槽 不眠之夜
114202089888690,video,当我把《不眠之夜》放在翁法罗斯，歌词居然全对上了？,游戏：崩坏星穹铁道,1742612400,8602766,PIKA啊秋,https://i2.hdslb.com/bfs/face/c4788a4e0853dc2f471e56fa99e096de46d53b25.gif,2273,0,70581,831,706,116,170,193,1764391381658,https://www.bilibili.com/video/av114202089888690,http://i1.hdslb.com/bfs/archive/9351070e386821bb5d67a1530c9b59d09e85b5ee.jpg,吐槽 不眠之夜
115416609592730,video,直接请神？！｜国产二次元游戏音乐赏析 第三期｜声格CreSound,"如果你喜欢本期节目，别忘了点赞长按一键三连，这是对我们最大的支持！
本期歌单：《King of Party》 - 无期迷途/Luca Bettella、《相别 Goodbye》 - The 1999、《不眠之夜》 - 张杰/HOYO-MiX、《Speed of Light》 - 塞壬唱片-MSR/二宫爱/DJ OKAWARI、《神女劈观·唤情》 - HOYO-MiX、《You Win Again》 - Ray Charles",1761125400,3546744788879784,声格CreSound,https://i0.hdslb.com/bfs/face/06bb91744c522dac0e76f0d6d4062ea6b5ac0bf6.jpg,34062,0,870408,10835,794,6490,7101,5004,1764391381674,https://www.bilibili.com/video/av115416609592730,http://i1.hdslb.com/bfs/archive/3a21c513cd77a425c23a70a66962690d67d262cc.jpg,吐槽 不眠之夜
